,SP,OB,improvement over standard approach
0.8,0.113048828793738,0.2855198533452287,1.5256330064787618
0.9,0.12388286803602704,0.28550772694593973,1.3046586785744663
1.0,0.1353439525538433,0.28563763070813086,1.1104572854446086
1.1,0.14634563097795864,0.28563763070813086,0.9518015590854506
1.2,0.15643587785242496,0.28563763070813086,0.8259087022070672
1.3,0.1648138095613542,0.28563763070813086,0.7330928243716722
1.4,0.16994261380272146,0.28563763070813086,0.6807887340117937
1.5,0.17223523473109928,0.28563763070813086,0.6584157774341988
